District,Mandal,Date,Rainfall (mm),humidity_min (%),Humidity_max (%)
Nalgonda,Chityala,2019-08-30,3.9,50.7,97.3
Nalgonda,Chityala,2019-08-31,16.4,63.5,97.2
Nalgonda,Chityala,2019-09-01,1.2,70.9,93.5
Nalgonda,Chityala,2019-09-02,6.9,76.9,96.9
Nalgonda,Chityala,2019-09-03,8.9,72.9,97.5
Nalgonda,Chityala,2019-09-04,4.1,76.9,93.2
Nalgonda,Chityala,2019-09-05,0.0,76.6,90.3
Nalgonda,Chityala,2019-09-06,1.7,67.0,97.1
Nalgonda,Chityala,2019-09-07,2.0,74.0,90.9
Nalgonda,Chityala,2019-09-08,0.0,70.6,85.3
Nalgonda,Chityala,2019-09-09,0.0,70.6,83.7
Nalgonda,Narketpalle,2019-07-01,0.2,55.5,80.7
Nalgonda,Narketpalle,2019-07-02,0.0,54.0,80.8
Nalgonda,Narketpalle,2019-07-03,0.0,55.4,74.5
Nalgonda,Narketpalle,2019-07-04,0.0,50.4,72.0
Nalgonda,Narketpalle,2019-07-05,0.0,41.6,71.9
Nalgonda,Narketpalle,2019-07-06,3.8,52.5,89.6
Nalgonda,Narketpalle,2019-07-07,0.0,50.7,72.2
Nalgonda,Narketpalle,2019-07-08,0.0,43.9,73.8
Nalgonda,Narketpalle,2019-07-09,0.3,40.6,73.1
Nalgonda,Narketpalle,2019-07-10,0.0,43.3,70.5
Nalgonda,Narketpalle,2019-07-11,11.8,39.9,96.9
Nalgonda,Narketpalle,2019-07-12,0.0,48.1,85.5
Nalgonda,Narketpalle,2019-07-13,0.0,46.7,73.7
Nalgonda,Narketpalle,2019-07-14,0.6,42.6,95.7
Nalgonda,Narketpalle,2019-07-15,17.2,49.1,96.9
Nalgonda,Narketpalle,2019-07-16,34.9,59.7,92.5
Nalgonda,Narketpalle,2019-07-17,10.8,46.7,94.4
Nalgonda,Narketpalle,2019-07-18,0.0,46.4,79.3
Nalgonda,Narketpalle,2019-07-19,8.5,44.7,96.6
Nalgonda,Narketpalle,2019-07-20,53.3,63.8,98.5
Nalgonda,Narketpalle,2019-07-21,0.1,79.0,98.4
Nalgonda,Narketpalle,2019-07-22,0.0,59.9,96.9
Nalgonda,Narketpalle,2019-07-23,0.0,55.8,90.2
Nalgonda,Narketpalle,2019-07-24,0.0,53.1,85.1
Nalgonda,Narketpalle,2019-07-25,0.5,51.6,75.1
Nalgonda,Narketpalle,2019-07-26,24.0,53.0,98.6
Nalgonda,Narketpalle,2019-07-27,15.6,81.6,98.7
Nalgonda,Narketpalle,2019-07-28,1.3,81.3,95.3
Nalgonda,Narketpalle,2019-07-29,12.4,88.4,98.3
Nalgonda,Narketpalle,2019-07-30,2.7,85.8,97.6
Nalgonda,Narketpalle,2019-07-31,0.0,81.2,94.9
Nalgonda,Narketpalle,2019-08-01,11.4,60.5,96.5
Nalgonda,Narketpalle,2019-08-02,11.3,73.2,95.8
Nalgonda,Narketpalle,2019-08-03,36.0,91.5,97.1
Nalgonda,Narketpalle,2019-08-04,0.0,84.6,95.6
Nalgonda,Narketpalle,2019-08-05,0.0,79.2,88.5
Nalgonda,Narketpalle,2019-08-06,7.1,76.0,96.5
Nalgonda,Narketpalle,2019-08-07,5.5,80.3,94.8
Nalgonda,Narketpalle,2019-08-08,24.6,84.5,97.6
Nalgonda,Narketpalle,2019-08-09,4.7,80.3,93.6
Nalgonda,Narketpalle,2019-08-10,0.0,73.9,93.1
Nalgonda,Narketpalle,2019-08-11,0.0,64.0,84.1
Nalgonda,Narketpalle,2019-08-12,0.0,56.3,89.3
Nalgonda,Narketpalle,2019-08-13,21.7,59.2,98.0
Nalgonda,Narketpalle,2019-08-14,0.0,77.6,97.1
Nalgonda,Narketpalle,2019-08-15,0.6,75.7,96.7
Nalgonda,Narketpalle,2019-08-16,0.0,61.1,89.2
Nalgonda,Narketpalle,2019-08-17,0.9,57.2,94.2
Nalgonda,Narketpalle,2019-08-18,0.2,58.8,94.7
Nalgonda,Narketpalle,2019-08-19,0.0,72.2,94.0
Nalgonda,Narketpalle,2019-08-20,11.3,59.3,98.5
Nalgonda,Narketpalle,2019-08-21,0.0,81.3,97.0
Nalgonda,Narketpalle,2019-08-22,1.3,76.9,95.1
Nalgonda,Narketpalle,2019-08-23,0.0,73.1,93.1
Nalgonda,Narketpalle,2019-08-24,0.6,76.1,91.6
Nalgonda,Narketpalle,2019-08-25,2.1,56.1,92.2
Nalgonda,Narketpalle,2019-08-26,0.0,54.7,84.7
Nalgonda,Narketpalle,2019-08-27,0.0,53.4,80.8
Nalgonda,Narketpalle,2019-08-28,0.0,42.9,75.8
Nalgonda,Narketpalle,2019-08-29,0.0,42.5,78.5
Nalgonda,Narketpalle,2019-08-30,7.7,52.7,97.8
Nalgonda,Narketpalle,2019-08-31,10.2,61.7,97.6
Nalgonda,Narketpalle,2019-09-01,0.5,76.6,95.7
Nalgonda,Narketpalle,2019-09-02,6.2,84.4,97.3
Nalgonda,Narketpalle,2019-09-03,6.8,81.5,97.2
Nalgonda,Narketpalle,2019-09-04,4.2,85.6,96.3
Nalgonda,Narketpalle,2019-09-05,0.0,82.9,94.5
Nalgonda,Narketpalle,2019-09-06,2.8,76.0,96.0
Nalgonda,Narketpalle,2019-09-07,1.3,80.6,94.3
Nalgonda,Narketpalle,2019-09-08,0.1,79.1,91.8
Nalgonda,Narketpalle,2019-09-09,0.0,79.0,91.8
Nalgonda,Kattangoor,2019-07-01,0.2,54.9,79.9
Nalgonda,Kattangoor,2019-07-02,0.1,59.1,81.5
Nalgonda,Kattangoor,2019-07-03,0.1,56.7,67.5
Nalgonda,Kattangoor,2019-07-04,0.0,46.1,69.7
Nalgonda,Kattangoor,2019-07-05,0.0,41.7,64.1
Nalgonda,Kattangoor,2019-07-06,1.9,52.8,88.2
Nalgonda,Kattangoor,2019-07-07,0.1,48.7,69.4
Nalgonda,Kattangoor,2019-07-08,0.0,42.6,70.6
Nalgonda,Kattangoor,2019-07-09,0.3,38.8,71.5
Nalgonda,Kattangoor,2019-07-10,0.0,42.4,67.2
Nalgonda,Kattangoor,2019-07-11,3.2,40.1,93.0
Nalgonda,Kattangoor,2019-07-12,0.4,45.1,84.3
Nalgonda,Kattangoor,2019-07-13,0.6,45.0,79.0
Nalgonda,Kattangoor,2019-07-14,5.8,49.0,96.9
Nalgonda,Kattangoor,2019-07-15,20.5,50.1,97.6
Nalgonda,Kattangoor,2019-07-16,11.6,57.3,92.9
Nalgonda,Kattangoor,2019-07-17,4.9,47.6,83.1
Nalgonda,Kattangoor,2019-07-18,0.0,48.4,75.9
Nalgonda,Kattangoor,2019-07-19,22.7,46.3,98.3
Nalgonda,Kattangoor,2019-07-20,22.1,65.0,98.5
Nalgonda,Kattangoor,2019-07-21,1.1,75.6,96.9
Nalgonda,Kattangoor,2019-07-22,0.2,57.1,90.6
Nalgonda,Kattangoor,2019-07-23,0.0,56.0,88.1
Nalgonda,Kattangoor,2019-07-24,0.0,58.9,81.5
Nalgonda,Kattangoor,2019-07-25,0.0,55.8,74.5
Nalgonda,Kattangoor,2019-07-26,13.3,56.3,97.7
Nalgonda,Kattangoor,2019-07-27,18.9,84.0,97.7
Nalgonda,Kattangoor,2019-07-28,1.1,81.8,94.5
Nalgonda,Kattangoor,2019-07-29,14.1,85.1,97.1
Nalgonda,Kattangoor,2019-07-30,2.9,86.7,96.8
Nalgonda,Kattangoor,2019-07-31,0.0,75.1,94.0
Nalgonda,Kattangoor,2019-08-01,13.9,60.6,96.7
Nalgonda,Kattangoor,2019-08-02,4.0,71.6,96.3
Nalgonda,Kattangoor,2019-08-03,29.9,92.4,97.6
Nalgonda,Kattangoor,2019-08-04,0.0,84.5,99.6
Nalgonda,Kattangoor,2019-08-05,0.0,77.9,90.1
Nalgonda,Kattangoor,2019-08-06,11.4,74.5,97.3
Nalgonda,Kattangoor,2019-08-07,2.6,80.4,96.6
Nalgonda,Kattangoor,2019-08-08,3.4,81.0,97.3
Nalgonda,Kattangoor,2019-08-09,0.2,70.6,88.4
Nalgonda,Kattangoor,2019-08-10,0.0,61.7,85.8
Nalgonda,Kattangoor,2019-08-11,0.0,58.0,77.3
Nalgonda,Kattangoor,2019-08-12,0.0,59.3,88.4
Nalgonda,Kattangoor,2019-08-13,13.9,60.7,97.4
Nalgonda,Kattangoor,2019-08-14,0.5,75.7,95.9
Nalgonda,Kattangoor,2019-08-15,0.0,74.6,96.8
Nalgonda,Kattangoor,2019-08-16,0.0,62.1,90.5
Nalgonda,Kattangoor,2019-08-17,7.2,56.7,97.1
Nalgonda,Kattangoor,2019-08-18,0.0,58.1,96.7
Nalgonda,Kattangoor,2019-08-19,1.4,71.4,96.5
Nalgonda,Kattangoor,2019-08-20,17.2,58.8,98.1
Nalgonda,Kattangoor,2019-08-21,6.1,76.1,97.3
Nalgonda,Kattangoor,2019-08-22,1.7,66.0,95.7
Nalgonda,Kattangoor,2019-08-23,0.3,64.4,95.8
Nalgonda,Kattangoor,2019-08-24,0.4,73.3,91.3
Nalgonda,Kattangoor,2019-08-25,3.5,57.5,96.5
Nalgonda,Kattangoor,2019-08-26,0.0,54.6,86.2
Nalgonda,Kattangoor,2019-08-27,0.0,55.0,85.8
Nalgonda,Kattangoor,2019-08-28,0.0,45.3,85.0
Nalgonda,Kattangoor,2019-08-29,0.0,47.9,83.1
Nalgonda,Kattangoor,2019-08-30,0.6,51.9,94.5
Nalgonda,Kattangoor,2019-08-31,6.1,60.7,97.6
Nalgonda,Kattangoor,2019-09-01,1.5,69.3,95.7
Nalgonda,Kattangoor,2019-09-02,7.8,79.0,97.7
Nalgonda,Kattangoor,2019-09-03,9.8,79.0,98.7
Nalgonda,Kattangoor,2019-09-04,3.8,80.7,96.6
Nalgonda,Kattangoor,2019-09-05,1.4,77.0,97.2
Nalgonda,Kattangoor,2019-09-06,1.7,69.6,95.5
Nalgonda,Kattangoor,2019-09-07,1.2,74.3,91.6
Nalgonda,Kattangoor,2019-09-08,0.0,72.4,87.4
Nalgonda,Kattangoor,2019-09-09,0.0,70.5,87.0
Nalgonda,Saligouraram,2019-07-01,0.0,56.0,72.5
Nalgonda,Saligouraram,2019-07-02,0.0,56.4,73.0
Nalgonda,Saligouraram,2019-07-03,0.0,59.9,86.5
Nalgonda,Saligouraram,2019-07-04,0.0,47.0,83.9
Nalgonda,Saligouraram,2019-07-05,0.0,39.7,79.0
Nalgonda,Saligouraram,2019-07-06,2.4,51.7,99.3
Nalgonda,Saligouraram,2019-07-07,0.0,47.8,78.7
Nalgonda,Saligouraram,2019-07-08,0.0,41.2,86.6
Nalgonda,Saligouraram,2019-07-09,0.0,39.6,78.6
Nalgonda,Saligouraram,2019-07-10,0.0,40.6,76.9
Nalgonda,Saligouraram,2019-07-11,4.3,39.3,99.9
Nalgonda,Saligouraram,2019-07-12,0.3,55.0,97.6
Nalgonda,Saligouraram,2019-07-13,0.0,43.5,84.3
Nalgonda,Saligouraram,2019-07-14,8.4,37.9,99.9
Nalgonda,Saligouraram,2019-07-15,1.8,45.3,92.9
Nalgonda,Saligouraram,2019-07-16,1.1,56.2,89.3
Nalgonda,Saligouraram,2019-07-17,1.4,47.5,91.0
Nalgonda,Saligouraram,2019-07-18,0.0,47.5,78.2
Nalgonda,Saligouraram,2019-07-19,2.0,47.8,91.7
Nalgonda,Saligouraram,2019-07-20,14.0,59.1,99.9
Nalgonda,Saligouraram,2019-07-21,0.0,84.7,99.9
Nalgonda,Saligouraram,2019-07-22,0.0,62.4,99.9
Nalgonda,Saligouraram,2019-07-23,0.0,57.2,99.9
Nalgonda,Saligouraram,2019-07-24,0.0,62.7,97.7
Nalgonda,Saligouraram,2019-07-25,0.0,51.7,90.9
Nalgonda,Saligouraram,2019-07-26,30.2,68.9,99.9
Nalgonda,Saligouraram,2019-07-27,29.2,88.4,100.0
Nalgonda,Saligouraram,2019-07-28,6.2,86.7,99.9
Nalgonda,Saligouraram,2019-07-29,19.4,96.6,100.0
Nalgonda,Saligouraram,2019-07-30,3.6,89.0,99.9
Nalgonda,Saligouraram,2019-07-31,0.3,79.6,95.5
Nalgonda,Saligouraram,2019-08-01,18.7,64.5,97.8
Nalgonda,Saligouraram,2019-08-02,7.1,73.2,96.6
Nalgonda,Saligouraram,2019-08-03,30.3,95.3,99.0
Nalgonda,Saligouraram,2019-08-04,0.0,85.9,99.4
Nalgonda,Saligouraram,2019-08-05,0.0,78.6,93.2
Nalgonda,Saligouraram,2019-08-06,18.6,77.3,97.6
Nalgonda,Saligouraram,2019-08-07,3.1,83.5,98.4
Nalgonda,Saligouraram,2019-08-08,5.4,83.7,97.8
Nalgonda,Saligouraram,2019-08-09,0.0,72.6,88.7
Nalgonda,Saligouraram,2019-08-10,0.0,66.7,90.5
Nalgonda,Saligouraram,2019-08-11,0.0,63.4,82.1
Nalgonda,Saligouraram,2019-08-12,0.0,59.2,80.3
Nalgonda,Saligouraram,2019-08-13,21.0,65.1,96.9
Nalgonda,Saligouraram,2019-08-14,0.0,76.0,98.0
Nalgonda,Saligouraram,2019-08-15,0.3,76.6,97.9
Nalgonda,Saligouraram,2019-08-16,0.0,64.1,90.9
Nalgonda,Saligouraram,2019-08-17,1.9,61.4,96.9
Nalgonda,Saligouraram,2019-08-18,0.0,60.9,97.8
Nalgonda,Saligouraram,2019-08-19,0.0,84.7,98.0
Nalgonda,Saligouraram,2019-08-20,39.6,60.6,98.2
Nalgonda,Saligouraram,2019-08-21,1.4,81.2,99.0
Nalgonda,Saligouraram,2019-08-22,10.9,65.0,97.9
Nalgonda,Saligouraram,2019-08-23,11.2,71.0,98.6
Nalgonda,Saligouraram,2019-08-24,0.0,81.4,96.3
Nalgonda,Saligouraram,2019-08-25,17.2,63.6,98.0
Nalgonda,Saligouraram,2019-08-26,0.0,61.4,92.9
Nalgonda,Saligouraram,2019-08-27,0.0,56.4,81.1
Nalgonda,Saligouraram,2019-08-28,0.0,46.0,86.5
Nalgonda,Saligouraram,2019-08-29,0.0,50.1,90.0
Nalgonda,Saligouraram,2019-08-30,11.6,56.6,77.0
Nalgonda,Saligouraram,2019-08-31,3.8,67.5,99.0
Nalgonda,Saligouraram,2019-09-01,2.2,78.3,99.0
Nalgonda,Saligouraram,2019-09-02,5.2,83.2,98.2
Nalgonda,Saligouraram,2019-09-03,13.4,82.9,97.7
Nalgonda,Saligouraram,2019-09-04,0.0,83.9,95.5
Nalgonda,Saligouraram,2019-09-05,0.0,83.9,95.8
Nalgonda,Saligouraram,2019-09-06,0.0,75.2,88.5
Nalgonda,Saligouraram,2019-09-07,1.6,83.0,100.0
Nalgonda,Saligouraram,2019-09-08,0.0,76.8,91.4
Nalgonda,Saligouraram,2019-09-09,0.0,75.0,90.7
Nalgonda,Nakrekal,2019-07-01,0.2,54.1,79.6
Nalgonda,Nakrekal,2019-07-02,0.0,57.6,80.3
Nalgonda,Nakrekal,2019-07-03,0.0,57.1,67.4
Nalgonda,Nakrekal,2019-07-04,0.0,43.8,67.9
Nalgonda,Nakrekal,2019-07-05,0.0,44.2,67.3
Nalgonda,Nakrekal,2019-07-06,3.0,50.1,89.5
Nalgonda,Nakrekal,2019-07-07,0.0,48.1,69.8
Nalgonda,Nakrekal,2019-07-08,0.0,42.7,64.5
Nalgonda,Nakrekal,2019-07-09,0.0,37.9,84.5
Nalgonda,Nakrekal,2019-07-10,0.0,45.4,68.2
Nalgonda,Nakrekal,2019-07-11,0.0,41.8,92.8
Nalgonda,Nakrekal,2019-07-12,0.0,45.9,78.5
Nalgonda,Nakrekal,2019-07-13,0.0,47.7,81.4
Nalgonda,Nakrekal,2019-07-14,6.2,62.3,94.1
Nalgonda,Nakrekal,2019-07-15,0.0,57.6,94.3
Nalgonda,Nakrekal,2019-07-16,0.8,46.9,90.3
Nalgonda,Nakrekal,2019-07-17,0.0,40.3,79.8
Nalgonda,Nakrekal,2019-07-18,0.0,39.4,73.6
Nalgonda,Nakrekal,2019-07-19,0.0,46.1,91.6
Nalgonda,Nakrekal,2019-07-20,27.4,57.9,97.2
Nalgonda,Nakrekal,2019-07-21,0.0,78.3,94.2
Nalgonda,Nakrekal,2019-07-22,0.0,52.1,94.2
Nalgonda,Nakrekal,2019-07-23,0.0,55.7,86.4
Nalgonda,Nakrekal,2019-07-24,0.0,55.5,81.5
Nalgonda,Nakrekal,2019-07-25,0.0,48.1,76.0
Nalgonda,Nakrekal,2019-07-26,27.8,46.5,96.8
Nalgonda,Nakrekal,2019-07-27,37.2,82.2,97.5
Nalgonda,Nakrekal,2019-07-28,0.0,77.7,94.9
Nalgonda,Nakrekal,2019-07-29,8.4,87.8,97.3
Nalgonda,Nakrekal,2019-07-30,2.8,80.1,96.5
Nalgonda,Nakrekal,2019-07-31,0.0,64.0,89.1
Nalgonda,Nakrekal,2019-08-01,9.2,66.6,94.8
Nalgonda,Nakrekal,2019-08-02,12.6,67.8,95.3
Nalgonda,Nakrekal,2019-08-03,16.4,87.8,97.0
Nalgonda,Nakrekal,2019-08-04,0.0,77.5,95.8
Nalgonda,Nakrekal,2019-08-05,0.0,67.5,85.1
Nalgonda,Nakrekal,2019-08-06,15.2,65.0,96.5
Nalgonda,Nakrekal,2019-08-07,2.7,71.3,95.1
Nalgonda,Nakrekal,2019-08-08,5.8,74.1,95.9
Nalgonda,Nakrekal,2019-08-09,0.4,68.1,91.2
Nalgonda,Nakrekal,2019-08-10,0.0,62.6,84.9
Nalgonda,Nakrekal,2019-08-11,0.0,59.6,79.4
Nalgonda,Nakrekal,2019-08-12,0.0,55.3,88.1
Nalgonda,Nakrekal,2019-08-13,44.2,56.9,97.2
Nalgonda,Nakrekal,2019-08-14,0.1,71.8,97.0
Nalgonda,Nakrekal,2019-08-15,7.2,73.8,95.4
Nalgonda,Nakrekal,2019-08-16,0.0,56.7,87.4
Nalgonda,Nakrekal,2019-08-17,24.0,56.7,96.0
Nalgonda,Nakrekal,2019-08-18,0.0,57.2,93.6
Nalgonda,Nakrekal,2019-08-19,0.0,68.1,92.1
Nalgonda,Nakrekal,2019-08-20,18.4,57.9,97.3
Nalgonda,Nakrekal,2019-08-21,0.3,75.8,95.3
Nalgonda,Nakrekal,2019-08-22,3.2,67.5,97.3
Nalgonda,Nakrekal,2019-08-23,8.4,64.4,96.9
Nalgonda,Nakrekal,2019-08-24,0.0,69.5,88.9
Nalgonda,Nakrekal,2019-08-25,21.0,57.8,97.0
Nalgonda,Nakrekal,2019-08-26,0.0,58.1,83.8
Nalgonda,Nakrekal,2019-08-27,0.0,56.4,81.6
Nalgonda,Nakrekal,2019-08-28,0.0,47.8,82.7
Nalgonda,Nakrekal,2019-08-29,0.0,50.1,83.6
Nalgonda,Nakrekal,2019-08-30,0.0,52.2,93.1
Nalgonda,Nakrekal,2019-08-31,0.2,58.7,96.1
Nalgonda,Nakrekal,2019-09-01,5.2,65.5,95.7
Nalgonda,Nakrekal,2019-09-02,10.0,74.1,97.1
Nalgonda,Nakrekal,2019-09-03,21.2,73.6,97.2
Nalgonda,Nakrekal,2019-09-04,9.4,76.4,95.0
Nalgonda,Nakrekal,2019-09-05,0.0,72.7,95.8
Nalgonda,Nakrekal,2019-09-06,0.0,62.0,90.3
Nalgonda,Nakrekal,2019-09-07,0.7,71.1,90.2
Nalgonda,Nakrekal,2019-09-08,0.0,70.3,84.8
Nalgonda,Nakrekal,2019-09-09,0.0,65.7,82.3
Nalgonda,Kethepalle,2019-07-01,0.0,53.0,78.0
Nalgonda,Kethepalle,2019-07-02,0.0,51.9,83.0
Nalgonda,Kethepalle,2019-07-03,0.0,57.1,69.7
Nalgonda,Kethepalle,2019-07-04,0.0,46.1,69.1
Nalgonda,Kethepalle,2019-07-05,0.0,44.2,68.7
Nalgonda,Kethepalle,2019-07-06,0.3,50.9,89.6
Nalgonda,Kethepalle,2019-07-07,0.0,51.0,72.3
Nalgonda,Kethepalle,2019-07-08,0.0,42.7,69.9
Nalgonda,Kethepalle,2019-07-09,0.0,37.9,82.9
Nalgonda,Kethepalle,2019-07-10,0.0,45.4,68.2
Nalgonda,Kethepalle,2019-07-11,0.0,41.8,91.9
Nalgonda,Kethepalle,2019-07-12,0.0,46.8,81.7
Nalgonda,Kethepalle,2019-07-13,0.0,49.0,81.4
Nalgonda,Kethepalle,2019-07-14,13.8,45.8,97.0
Nalgonda,Kethepalle,2019-07-15,2.4,53.2,99.9
Nalgonda,Kethepalle,2019-07-16,2.8,46.9,91.6
Nalgonda,Kethepalle,2019-07-17,0.0,36.4,77.5
Nalgonda,Kethepalle,2019-07-18,0.0,33.4,72.6
Nalgonda,Kethepalle,2019-07-19,18.8,37.0,89.7
Nalgonda,Kethepalle,2019-07-20,37.2,57.6,100.0
Nalgonda,Kethepalle,2019-07-21,0.0,83.1,100.0
Nalgonda,Kethepalle,2019-07-22,0.0,46.9,82.6
Nalgonda,Kethepalle,2019-07-23,0.0,47.5,85.5
Nalgonda,Kethepalle,2019-07-24,0.0,49.8,79.3
Nalgonda,Kethepalle,2019-07-25,0.0,42.1,63.8
Nalgonda,Kethepalle,2019-07-26,19.4,45.3,100.0
Nalgonda,Kethepalle,2019-07-27,35.0,91.9,100.0
Nalgonda,Kethepalle,2019-07-28,3.0,77.7,99.9
Nalgonda,Kethepalle,2019-07-29,14.2,95.0,100.0
Nalgonda,Kethepalle,2019-07-30,2.0,90.1,100.0
Nalgonda,Kethepalle,2019-07-31,0.0,76.8,100.0
Nalgonda,Kethepalle,2019-08-01,3.0,51.3,100.0
Nalgonda,Kethepalle,2019-08-02,7.8,66.1,100.0
Nalgonda,Kethepalle,2019-08-03,28.0,88.3,98.1
Nalgonda,Kethepalle,2019-08-04,0.0,86.7,93.6
Nalgonda,Kethepalle,2019-08-05,0.0,77.1,100.0
Nalgonda,Kethepalle,2019-08-06,17.6,77.3,98.3
Nalgonda,Kethepalle,2019-08-07,3.6,82.7,97.5
Nalgonda,Kethepalle,2019-08-08,8.4,89.9,100.0
Nalgonda,Kethepalle,2019-08-09,0.0,77.9,93.7
Nalgonda,Kethepalle,2019-08-10,0.0,68.5,90.9
Nalgonda,Kethepalle,2019-08-11,0.0,58.2,84.3
Nalgonda,Kethepalle,2019-08-12,0.0,58.3,87.7
Nalgonda,Kethepalle,2019-08-13,53.4,61.3,98.0
Nalgonda,Kethepalle,2019-08-14,1.0,79.3,98.4
Nalgonda,Kethepalle,2019-08-15,5.7,78.0,99.9
Nalgonda,Kethepalle,2019-08-16,0.0,58.6,97.8
Nalgonda,Kethepalle,2019-08-17,7.4,63.5,97.6
Nalgonda,Kethepalle,2019-08-18,0.0,57.1,94.8
Nalgonda,Kethepalle,2019-08-19,0.0,72.7,93.1
Nalgonda,Kethepalle,2019-08-20,21.2,55.7,98.4
Nalgonda,Kethepalle,2019-08-21,4.6,83.6,99.9
Nalgonda,Kethepalle,2019-08-22,9.2,84.9,99.9
Nalgonda,Kethepalle,2019-08-23,6.7,77.7,99.9
Nalgonda,Kethepalle,2019-08-24,1.7,84.3,99.9
Nalgonda,Kethepalle,2019-08-25,29.2,72.2,99.9
Nalgonda,Kethepalle,2019-08-26,0.0,63.5,94.9
Nalgonda,Kethepalle,2019-08-27,0.0,57.3,83.8
Nalgonda,Kethepalle,2019-08-28,0.0,49.4,90.8
Nalgonda,Kethepalle,2019-08-29,0.0,49.3,81.6
Nalgonda,Kethepalle,2019-08-30,0.3,50.2,93.6
Nalgonda,Kethepalle,2019-08-31,2.4,67.0,97.5
Nalgonda,Kethepalle,2019-09-01,3.2,78.2,97.6
Nalgonda,Kethepalle,2019-09-02,5.7,88.7,99.9
Nalgonda,Kethepalle,2019-09-03,7.0,84.6,99.9
Nalgonda,Kethepalle,2019-09-04,7.4,89.5,99.9
Nalgonda,Kethepalle,2019-09-05,0.0,81.8,98.7
Nalgonda,Kethepalle,2019-09-06,0.0,73.6,97.8
Nalgonda,Kethepalle,2019-09-07,2.4,78.2,92.9
Nalgonda,Kethepalle,2019-09-08,0.0,69.6,88.7
Nalgonda,Kethepalle,2019-09-09,0.0,74.8,87.0
Nalgonda,Thipparthi,2019-07-01,0.4,55.4,81.9
Nalgonda,Thipparthi,2019-07-02,0.2,57.0,82.2
Nalgonda,Thipparthi,2019-07-03,0.0,57.2,70.1
Nalgonda,Thipparthi,2019-07-04,0.0,46.7,72.7
Nalgonda,Thipparthi,2019-07-05,0.0,40.8,68.0
Nalgonda,Thipparthi,2019-07-06,5.4,52.4,87.7
Nalgonda,Thipparthi,2019-07-07,0.0,49.7,72.7
Nalgonda,Thipparthi,2019-07-08,1.8,44.5,72.8
Nalgonda,Thipparthi,2019-07-09,0.0,41.4,72.3
Nalgonda,Thipparthi,2019-07-10,0.2,47.2,69.9
Nalgonda,Thipparthi,2019-07-11,0.8,41.2,85.7
Nalgonda,Thipparthi,2019-07-12,0.3,46.7,77.4
Nalgonda,Thipparthi,2019-07-13,0.0,46.6,72.8
Nalgonda,Thipparthi,2019-07-14,1.9,44.3,93.4
Nalgonda,Thipparthi,2019-07-15,1.9,50.3,94.2
Nalgonda,Thipparthi,2019-07-16,8.2,53.1,90.9
Nalgonda,Thipparthi,2019-07-17,0.0,40.2,73.7
Nalgonda,Thipparthi,2019-07-18,1.8,36.0,78.5
Nalgonda,Thipparthi,2019-07-19,10.4,39.2,95.2
Nalgonda,Thipparthi,2019-07-20,23.2,58.6,99.3
Nalgonda,Thipparthi,2019-07-21,0.3,81.1,98.5
Nalgonda,Thipparthi,2019-07-22,0.0,56.6,95.4
Nalgonda,Thipparthi,2019-07-23,0.0,55.9,89.5
Nalgonda,Thipparthi,2019-07-24,0.0,58.3,84.3
Nalgonda,Thipparthi,2019-07-25,0.0,48.9,76.8
Nalgonda,Thipparthi,2019-07-26,12.8,49.2,100.0
Nalgonda,Thipparthi,2019-07-27,27.2,83.6,99.5
Nalgonda,Thipparthi,2019-07-28,0.5,84.4,95.2
Nalgonda,Thipparthi,2019-07-29,12.3,85.3,97.8
Nalgonda,Thipparthi,2019-07-30,1.7,88.3,97.2
Nalgonda,Thipparthi,2019-07-31,0.0,76.1,96.0
Nalgonda,Thipparthi,2019-08-01,4.6,59.1,94.7
Nalgonda,Thipparthi,2019-08-02,2.9,68.6,93.8
Nalgonda,Thipparthi,2019-08-03,25.8,89.2,97.3
Nalgonda,Thipparthi,2019-08-04,0.0,85.0,98.0
Nalgonda,Thipparthi,2019-08-05,0.0,80.2,89.1
Nalgonda,Thipparthi,2019-08-06,11.8,75.4,97.9
Nalgonda,Thipparthi,2019-08-07,1.7,80.7,95.0
Nalgonda,Thipparthi,2019-08-08,1.3,82.3,93.3
Nalgonda,Thipparthi,2019-08-09,0.0,78.9,89.1
Nalgonda,Thipparthi,2019-08-10,0.0,70.4,85.6
Nalgonda,Thipparthi,2019-08-11,0.0,56.5,80.2
Nalgonda,Thipparthi,2019-08-12,0.0,54.1,82.5
Nalgonda,Thipparthi,2019-08-13,14.4,56.5,87.9
Nalgonda,Thipparthi,2019-08-14,2.9,76.8,100.0
Nalgonda,Thipparthi,2019-08-15,2.8,73.8,98.5
Nalgonda,Thipparthi,2019-08-16,2.8,60.8,96.2
Nalgonda,Thipparthi,2019-08-17,5.8,59.5,98.6
Nalgonda,Thipparthi,2019-08-18,1.1,61.4,97.8
Nalgonda,Thipparthi,2019-08-19,0.7,73.8,98.5
Nalgonda,Thipparthi,2019-08-20,9.7,65.9,98.4
Nalgonda,Thipparthi,2019-08-21,0.4,78.1,88.1
Nalgonda,Thipparthi,2019-08-22,3.2,75.3,88.1
Nalgonda,Thipparthi,2019-08-23,1.6,69.6,87.9
Nalgonda,Thipparthi,2019-08-24,8.3,72.0,88.2
Nalgonda,Thipparthi,2019-08-25,1.1,59.9,83.7
Nalgonda,Thipparthi,2019-08-26,0.0,56.5,81.3
